,side_bin,HorzApprAngle
0,"(-2.046, -1.81]",-0.077012
1,"(-1.81, -1.577]",
2,"(-1.577, -1.344]",
3,"(-1.344, -1.111]",-0.18720599999999998
4,"(-1.111, -0.878]",
5,"(-0.878, -0.645]",0.6307636666666666
6,"(-0.645, -0.412]",0.9735927500000001
7,"(-0.412, -0.179]",3.2827539999999997
8,"(-0.179, 0.0534]",1.260112
9,"(0.0534, 0.286]",
10,"(0.286, 0.519]",2.8210995
11,"(0.519, 0.752]",3.993328
12,"(0.752, 0.985]",
13,"(0.985, 1.218]",
14,"(1.218, 1.451]",4.398044
