Pitcher,PitcherTeam,TaggedPitchType,Stuff+,RelSpeed,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,AdjustedVAA,AdjustedHAA
"Lane, Michael",DEL_HOR,Fastball,93,87.90939476190476,5.627092380952381,1.2517833333333332,6.8207419047619045,15.101755476190476,5.383294761904762,0.05479220011035887,-0.09334534797132202
"Cohen, Daniel",YAL_BUL,Fastball,93,87.21115171821306,5.666363986254296,2.6756184192439862,6.31763879725086,13.89771618556701,4.864178556701031,-0.20266996017680208,-1.672857343906356
"Cody, Hayden",CAL_MAT,Fastball,93,91.68026468750001,5.304603541666666,1.3150669791666667,5.607212395833333,11.53170125,15.7429415625,0.3175707375493879,0.7818175779477635
"Boncal, Hudson",OHI_BOB,Fastball,93,90.70581934210527,6.017672368421053,1.1635075,6.296512236842105,16.356905263157895,6.634539078947368,-0.04492636404286114,0.17172046775419733
"Newman, Jeremiah",GRA_TIG,Fastball,93,90.34941401785714,5.700910892857143,1.3990508035714286,5.877087053571429,14.150063125,7.683078839285714,0.020291541652305334,0.08322721769460749
"Norby, Ethan",ECU_PIR,Fastball,93,86.91545292307691,4.609021692307692,-2.0252044615384617,6.284859076923078,8.618965076923075,-15.580665076923077,0.40294386796508147,-0.11353694503670168
"Callaway, Andrew",WES_MOU,Fastball,93,84.898875625,6.06028125,-0.978146875,5.4429437499999995,18.96059375,-8.162446875,-0.46614916498719516,-0.10092246693819434
"Marshall, Jake",RUT_SCA,Sinker,93,89.1088259375,5.2692253125,2.35679375,6.2067246875,11.63136875,12.2432221875,0.3990691750448434,-0.7273154155696497
"Wager, Zach",UTM_SKY,Fastball,93,81.60558724137931,5.242736034482759,-2.277179310344828,6.232779137931034,17.344906896551723,-15.50739775862069,0.01599305036933157,0.11511885544257645
"Maloney, Colin",RHO_RAM,Fastball,93,88.4374065,5.963909,1.957787625,6.020111875,17.96879075,7.03051075,-0.10139830898179614,-0.6369266506891398
"Pazos, Bryan",GAR_RUN,Fastball,93,88.8509711235955,5.306986179775281,-2.22769,5.8126829213483155,12.135107303370788,-9.672327865168539,0.16092631084914144,0.6361841066067634
"Whitehill, Cole",UNO_MAV,Fastball,93,85.20771583333332,4.92847,-2.2772525,5.4260925,15.006725833333334,-17.525451666666665,0.42654767663258797,-0.09463740392394393
"Capuano, Jordan",UNC_SEA,Fastball,93,88.8445625,6.023698333333333,2.4251158333333334,6.407756666666667,18.498081666666668,10.302469166666667,0.03133405076118034,-0.9096390277244031
"Seroski, Caleb",NEW_PRI,Fastball,93,84.62029692307692,4.949826608391608,1.9348145454545453,5.913308181818182,15.214807447552449,17.478226468531467,0.4342659930396332,0.3283746770744814
"Gabrysh, Luke",STJ_HAW,Fastball,93,92.60462523809524,5.460721333333333,1.576946761904762,6.080896952380953,9.981885142857143,13.125658,0.04141041344203262,0.3064609692129258
"Kangas, Garret",CAM_CAM,Sinker,93,85.66302913978495,4.2575512903225805,2.9337747311827957,5.801965483870968,4.919069247311827,17.832417956989246,0.618183489083525,-0.8354762947051322
"Gilman, Kasey",PRI_TIG,Fastball,93,88.04392125,5.11460125,1.5325833333333332,5.90979875,13.339405,16.7945125,0.39126224544801436,0.7040746650919423
"Bauman, Tanner",AUB_TIG,Sinker,93,89.91973215488215,6.101766531986533,-2.3584605723905727,5.749272693602693,4.891076228956229,-17.872761885521886,-1.036622734070951,-0.051407026850790474
"Wieder, Zach",HOL_CRU,Fastball,93,83.16046571428572,4.026619523809524,2.3705523809523807,6.428523333333333,5.6169504761904765,16.01674619047619,0.5164707529796806,-0.2626393262831445
"Labriola, Paul",NOR_WOL,Fastball,93,91.65133683333333,6.276223,-1.5130160000000001,6.381307333333334,13.328249833333333,-2.9134153333333335,-0.5327578015337125,0.4919332760019152
"Yarbrough, Mac",NOR_SPA,Fastball,93,88.16289715789473,5.369420947368421,-2.3115950526315787,5.934718947368421,13.551704210526317,-19.21864715789474,0.14045808318832703,-0.16827799941579838
"Pijaszek, Kyle",TOL_ROC,Fastball,93,88.6300553125,5.762408125,0.8848146875,6.4542865625,14.6671321875,3.0492978125,-0.0745940905802416,0.18445778839082352
"Munoz, Joshua",TEX_ISL,Fastball,93,85.515242,5.722970999999999,0.7646390000000001,5.3907110000000005,15.115196000000001,2.7368360000000003,-0.19705826628850492,0.3103653400393665
"Kovel, Ben ",PIT_PAN,Sinker,93,85.91602,4.67877,2.344858,5.239726,10.123878,18.057184,0.6755989266894912,-0.19371610605147024
"Burton, David",ALA_LIO,Fastball,93,88.13347421052632,5.752375263157894,2.2749257894736843,7.182722631578947,17.52884210526316,11.63167947368421,0.13839937178027162,-0.5981348466984765
"Overland, Andrew",SAC_HOR,Sinker,93,87.19435,5.94576,1.11758,5.962,20.17647,10.43327,0.2325638004821542,0.512974517860788
"Newman, Jeremiah",GRA_TIG,Sinker,93,90.75119,5.370904871794872,1.5649248717948718,5.347420256410257,11.567224358974359,10.91563641025641,0.46768918036125257,0.019074075677705936
"Cannon, Will",AUB_TIG,Sinker,93,94.046435,5.956765000000001,1.4742899999999999,5.804705,13.232095000000001,17.215385,0.3666206720737759,0.7605183165433129
"Mazza, Steven",MAR_RED,Fastball,93,90.25155741007194,5.959444460431655,0.6325153956834533,6.049699568345323,17.520082446043165,12.395943237410073,-0.00012435030034794244,1.2491804765164236
"Puglisi, Nolan",SIE_SAI,Fastball,93,87.74615371428573,6.228209428571429,0.5889022857142857,5.594641428571429,20.020867714285714,6.667315142857143,-0.35205918817269616,0.8341052707787096
"Montilva, Adrian",UWM_PAN,Fastball,93,88.3493615340909,5.88311465909091,-1.5849834090909092,5.616097045454546,17.444053238636364,-10.486875397727273,-0.07557636510405513,-0.15306994771083013
"Behnke, Andrew",TEN_VOL,Sinker,93,90.4664475,5.37664875,-2.24233625,6.3160187500000005,11.195405,-12.26226625,0.3330026870205153,0.49668703458879404
"Schott, Tyler",GRA_CAN,Fastball,93,86.275885,4.991745,-2.662315,4.960115,11.414335000000001,-6.565755,0.36325420096507655,1.2469124114665677
"Rex, Tre",AKR_ZIP,Fastball,93,84.76435296875,5.7638075,-2.6997559375,5.847319375,17.78403125,-13.4732096875,-0.19267778564224022,0.7049044726029335
"Ligon, Karson",MSU_BDG,Sinker,93,89.29176875,5.74793375,1.8353000000000002,5.02738375,4.95995375,19.06697,-0.6396829316913085,0.4574090983298859
"Tonas, Angelo",VIR_CAV,Fastball,93,87.02711065217392,4.998892826086956,-3.0526264347826086,5.108635652173914,13.54556552173913,-16.48335852173913,0.3394555612395022,0.8957781970847292
"Wilkerson, Jackson",BAY_BEA,Fastball,93,87.44427785714286,5.422030714285714,-2.0507792857142855,5.821702142857142,16.190489285714285,-8.434143571428573,0.21937238921819086,0.5847645070417264
"Bowman, Justin",COL_LION,Sinker,92,84.1815775,5.7525312500000005,-1.29692,6.49697375,18.09895,-10.97162125,0.15107443661782183,-0.5496488492251189
"Shertel, Jayden",UMBC_RET,Fastball,92,83.20855368715084,6.197495251396648,-0.48769391061452516,4.888924860335196,19.716169162011173,-11.040682905027934,-0.6746047288375514,-1.3382248886836232
"Edmondson, Clay",NCA_BUL,Fastball,92,89.48325309090909,4.258071454545455,2.4697145454545457,4.645950909090909,-0.8594643636363636,22.034878909090907,0.11470148327063773,0.11332373133437533
"Duby, Bill",BEL_BRU,Sinker,92,89.35856307692308,5.30884,3.06418,6.233995384615384,13.545546923076923,17.03249230769231,0.4796596161942244,-1.040283671894889
"Martin, Max",CAL_ANT,Fastball,92,94.31232777777778,6.133527333333333,2.2163384444444443,5.984930666666667,11.360847555555555,17.581653777777777,-0.441834851590627,-0.053939151042002226
"Cunha, Dom",FOR_RAM,Fastball,92,84.29026047945206,5.527448630136987,2.209343082191781,5.866760821917809,14.909442671232876,5.16068198630137,-0.1869999779643768,-1.1042797392382642
"Oliu, Cameron",GEO_EAG,Fastball,92,91.84808656,5.81295728,1.55049232,5.59078392,15.22540568,18.45509376,0.04817111315736254,0.7963886020076482
"Beidelschies, Landon",OSU_BUC,Sinker,92,92.26792125,6.21870125,-1.252315,5.8564887500000005,16.5176475,-15.7750625,-0.011921491302389398,-1.121663713761371
"Kelly, Carson",NOR_WOL,Sinker,92,88.94229750000001,4.4179785,2.211379,6.2477800000000006,4.254291,18.868651500000002,0.5759855240899439,-0.01216379890410597
"Bayles, Max",SAN_BRO,Fastball,92,90.1745330452675,6.586369958847737,0.4791999588477366,6.355979588477367,14.22758695473251,2.7445866666666667,-0.892549942480202,0.5345562438182226
"Garcia, Nathaniel",WAG_SEA,Fastball,92,81.260925,4.479430000000001,2.556075,6.5188950000000006,10.249135,16.019460000000002,0.13321950676233052,-0.6225828473153374
"Huddleston, Eli",TEN_TEC,Fastball,92,84.69103878787878,5.8499277272727275,-0.6228031818181818,5.304149848484848,18.832233333333335,-11.766805151515152,-0.1988357133041543,-1.333588373393727
"Packard, Ryan",DAY_FLY,Fastball,92,89.89836868421052,6.020535789473684,1.2878436842105263,6.456466644736842,18.214315657894737,9.697712368421051,-0.006908144961454921,0.2295438363727383
"Feczko, Ryan",DAV_WIL,Fastball,92,84.49609993421052,5.557640592105263,-1.7271339802631578,5.6165562499999995,17.241943815789472,-15.006311118421051,-0.08809840776417109,-0.4364345876164521
"Fisher, Bryce",NCA_BUL,Fastball,92,83.72187181818182,5.455532272727273,-2.3437740909090907,5.787671590909091,17.450939545454546,-11.896145454545454,0.04713221003912104,0.46749671585544533
"Haley, Matt",TAR_TEX,Fastball,92,89.30393714285714,6.306310952380953,-2.176899841269841,5.638101349206349,16.490323730158728,-6.339765793650793,-0.43266366617590346,0.8528321631405853
"Horst, Chase",CIN_BEA,Fastball,92,90.64547914285714,5.015694,-2.735331657142857,5.5268361142857145,6.925150628571429,-16.951447942857143,0.15912931973773725,0.4878730702360706
"LaSpaluto, Grey",APP_MOU,Sinker,92,88.04012666666667,6.187765,1.1269866666666666,5.770256666666666,19.723081666666666,13.868098333333334,0.003283198362248848,0.8420467764869181
"Thomas, David",STM_GAE,Sinker,92,88.37144,6.16213,0.88374,5.40425,19.18225,14.61312,0.13266080048215478,0.952165203569397
"Moczydlowsky, Gavin",MIC_SPA,Fastball,92,89.34539636904762,5.264810357142857,1.6236190476190475,5.6847787499999995,11.672967261904763,6.250729642857142,0.19882200096089622,-0.33321955258024905
"Smith, Peyton",TEX_AGG,Sinker,92,93.76441,5.654448333333334,1.0826486666666668,5.985599333333334,9.125755833333333,17.191092,0.09356289977862758,1.0727191484228156
"Rincover, Nick",CAL_ANT,Sinker,92,84.2142807142857,4.495577142857143,-2.3566414285714288,4.7827142857142855,2.884235,-21.637764285714287,-0.014883006629470952,-0.4587705182983907
"Davis, Jeffrey",MSM_MTN,Fastball,92,86.16690797752808,5.914632471910112,1.2257494382022471,6.120040786516854,18.525081348314608,6.248378314606742,-0.11710359676685779,0.11138005003477357
"Babel, Tyler",MAN_JAS,Fastball,92,87.09874425925926,6.524882037037037,1.102185,5.510292499999999,19.33768962962963,5.710753425925926,-0.6236256099367596,0.18736913424223825
"Kriebel, Chase",FGCU,Fastball,92,87.54430838926174,5.661647718120806,-1.2236548322147651,4.388512617449664,17.11063167785235,-13.16275644295302,0.07423212025693088,-0.7693884677202268
"Runde, Logan",FLO_PAN,Sinker,92,86.34388454545454,5.3595227272727275,2.044900909090909,5.490974545454545,1.676578181818182,8.515924545454546,-0.8563701738818831,-0.7010435703609812
"Faulkner, Gavin",EKU_COL,Fastball,92,86.37864865671642,6.270358507462686,-0.883658656716418,6.250158656716418,18.54247313432836,-3.263165373134328,-0.4551586230718626,-0.22043968576723957
"Williamson, Thomas",SEA_RED,Sinker,92,88.03736083333332,5.434458333333333,0.9009358333333334,5.5444216666666675,14.783649166666665,16.7537225,0.4960325280306197,1.332936331870685
"Bogosian, Adam",LAF_LEP,Sinker,92,88.90318210526316,5.448043684210526,2.136361052631579,5.664915789473684,12.129872105263157,16.65339210526316,0.2018427223899506,-0.10982945101846489
"Shertel, Jayden",UMBC_RET,Sinker,92,84.53877675675676,6.083247567567568,-0.3715345945945946,4.874472972972973,18.591124324324323,-13.205344054054054,-0.2630162660851957,-1.7337844468350818
"Banks, Hagan",ALA_CRI,Fastball,92,89.41384426829268,6.161121097560976,2.0427329268292684,5.968163780487805,18.529518902439026,12.602467560975612,-0.15199460676540835,-0.23799153117802666
"Terwilliger, Jacob",UMA_AMH,Sinker,92,88.7123,5.01022,1.21664,5.03636,10.97091,21.20548,0.7039698004821542,1.132262203569397
"Perkowski, Will",PEN_NIT,Fastball,92,89.05684756756756,5.413468198198199,1.309743063063063,6.3045546846846845,15.149637117117116,14.097486486486485,0.3396092490914112,0.6452475122904435
"Schapira, Calvin",SAN_TOR,Fastball,92,90.24916764119601,6.234380265780731,-1.7817024584717607,5.908780797342193,16.332712259136212,-7.620004950166113,-0.37406213153987816,0.33433057382071524
