Pitcher,PitcherTeam,TaggedPitchType,Stuff+,RelSpeed,RelHeight,RelSide,Extension,InducedVertBreak,HorzBreak,AdjustedVAA,AdjustedHAA
"Warunek, Kevin",LON_LAN,Curveball,128,81.26880243243244,5.649043513513513,-3.029865135135135,4.348701351351352,-10.09643,15.60191108108108,0.48777465101902073,2.0058782886462923
"Cortez, Christopher",TEX_AGG,Slider,128,87.3416951881188,5.706201663366337,2.0133181782178218,4.924093801980198,-1.7894298613861388,-10.735245267326732,0.3938990065433127,-0.41387912615883055
"Burns, Chase",WAK_DEA,Slider,128,87.52507405882353,6.351329000000001,1.7093468235294118,5.7823712156862745,-1.1576726666666666,-8.00765574509804,-0.18914807883630333,0.09417638032783747
"Reitz, Jason",STM_GAE,Curveball,128,82.810531,7.271974,1.0771715,5.7317445,-2.6495525,-0.21958849999999996,-0.3843644839024265,1.2311523201701176
"Peterson, Ben",NOR_TAR,Curveball,128,80.90922386554622,5.790109327731092,1.3246355462184873,5.382054285714286,-16.184025210084034,-10.256543193277311,-0.20988016153223313,0.05943783989206449
"Burns, Mason",WES_HIL,Cutter,128,83.13323948275863,6.353892844827586,2.7553819827586206,5.130634568965517,-4.434450172413793,-4.992563189655173,-1.6962759365097582,-1.3897565217893917
"Neighbors, Tyson",KAN_WIL,Curveball,128,83.11026197860963,6.221098288770054,1.2682094117647058,4.672970053475936,-12.048886310160428,-2.8032836898395725,0.042579346833903194,0.8532395893263505
"Druckenmiller, Drew",SOU_GOL,Curveball,128,82.31575338983052,6.208295762711864,0.6761952542372881,5.91114,-7.383335084745762,-3.0383562711864407,0.37768530361069924,1.3972538338863547
"Yesavage, Trey",ECU_PIR,Cutter,127,86.03976540322581,6.827788951612904,1.153718306451613,5.3318345564516125,3.0285576612903227,3.025835685483871,-1.3075211322481048,0.9986222770550987
"Roland, Cole",WAK_DEA,Slider,127,82.542106,6.313531,1.339248,5.306843,-1.149505,5.992133,-0.7051250015342844,1.805154179895089
"Roland, Cole",WAK_DEA,Curveball,127,83.56248408450705,6.412600985915493,1.2982447887323945,5.648611408450704,-1.4345069014084508,5.016556056338028,0.7691323760118474,1.4163228392111915
"Hughes, Tommy ",RHO_RAM,Slider,127,77.74256,5.336806666666667,1.7438200000000001,5.764399999999999,10.746056666666666,-24.281613333333336,1.1227333799017545,-1.6781349738612998
"Thornton, Bromley",UNC_SEA,Slider,127,81.46394599999999,5.072254,1.883156,6.0763,1.183222,-20.045495,0.6937280387308526,-1.3047096435995713
"Knight, Max",OKL_COW,Slider,127,78.64834,6.25668,-1.23456,6.11058,-15.10371,17.15363,-2.2975142705964657,-0.07430142806486195
"Banks, Will",DAV_WIL,Curveball,127,81.09569400000001,6.693672000000001,0.85404,5.565276,-13.20788,-7.357746000000001,-0.704591246794174,0.7657864715999558
"Garcia, Brett",ABI_WIL,Curveball,127,80.70973079831933,6.26375537815126,1.2535566386554622,5.5203862184873955,-16.206960210084034,-4.992726134453782,-0.6443181652443905,0.5862607848754835
"Newton, Austin",USF_BUL,Curveball,126,82.85676,6.22345,2.58903,5.14855,-7.15378,-4.56414,0.34651066836426203,-1.0148342239070005
"Frize, Drake",SAN_TOR,Slider,126,77.15356142857142,5.817355714285715,1.3078042857142858,5.567152857142857,-20.24459428571429,-11.49593,-2.384753086052015,0.20303115238722924
"Massey, Michael",WAK_DEA,Curveball,126,76.20904071428572,6.024449,1.2133631428571428,6.4897800000000005,-17.599717,-6.910879714285714,-0.945668305750315,0.42817460962816806
"Olson, Bryant",MER_BEA,Slider,126,83.0362767,5.0613809,-3.1541633,6.524472899999999,-0.44852650000000005,12.9952569,0.7722889188712168,1.7867973638313606
"Hammond, Blake",SAN_BRO,Curveball,126,81.7874050877193,6.215931779448621,0.5155873934837093,5.343777493734335,-7.6817978696741855,-1.498470200501253,0.2262641437859602,1.7160579643720932
"Rispoli, Nick",DAY_FLY,Slider,126,82.3489746153846,6.764122307692308,1.2065523076923077,5.276526923076924,0.20108461538461553,-3.1790207692307693,-0.9584701510676338,1.0704645224956821
"Warunek, Kevin",LON_LAN,Slider,126,81.46472847826087,5.644914565217391,-2.976673043478261,4.241135869565218,-6.503340869565218,14.369440652173914,-0.5328414013712383,1.5896701255942383
"Lunsford-Shenkman, Wyatt",ECU_PIR,Curveball,126,81.62677333333333,5.574744444444445,1.2551999999999999,5.0531088888888895,-11.958545555555554,-17.206898888888887,0.38026174783421773,-0.3046435002014732
"Massey, Michael",WAK_DEA,Cutter,126,83.62295,6.073683333333332,1.6276533333333332,5.852503333333334,-1.7383466666666667,-2.13339,-1.2457914826985368,-0.005818058423666839
"Smith, Reed",LOU_BUL,Curveball,126,81.47872000000001,6.2057649999999995,0.68651,4.93954,-7.771995,-4.188605,0.33663520795530344,1.6534141476475135
"Watts, Dylan",AUB_TIG,Curveball,125,82.26377125,6.34351625,0.931925,5.44461625,-3.8880624999999998,-3.7748350000000004,0.45191631182813485,1.253114848158194
"Turzenski, Trent",VAL_CRU,Curveball,125,81.73998,6.6727099999999995,0.7990966666666667,5.831013333333334,-13.412921666666668,-8.690673333333335,-1.1143690027035749,0.5836210651639585
"Quinn, JT",OLE_REB,Slider,125,86.21038115577889,6.927087185929649,0.7388679899497487,5.152920653266332,0.5053904522613065,-5.708192311557789,-0.7233155136094479,1.309522854568818
"Cheatham, Cole",MSU_BDG,Slider,125,81.60935609756098,5.374639512195122,-3.5662704878048777,4.607629268292683,-0.859179756097561,16.415096341463414,0.3056100080046327,2.355346217158174
"Burns, Mason",WES_HIL,Curveball,125,83.34271833333334,6.365030833333333,2.809389166666667,4.649009166666667,-6.6366825,-3.7079008333333334,0.07903307178122472,-0.8157476585096711
"O'Brien, Liam",GON_BUL,Slider,125,84.5177025,6.5406825,2.26742125,5.26109375,0.9383162500000002,-1.68819,-0.3651707795993503,0.025553401849434804
"Hess, Ben",ALA_CRI,Curveball,125,76.36015044715448,5.505153048780488,2.274105487804878,5.862723902439025,-16.464373170731708,-16.26897337398374,-0.480323055554944,-1.4880794537348647
"Bayles, Max",SAN_BRO,Slider,125,81.84494074675325,6.421280941558441,0.7666735064935064,5.696526655844155,-3.7338229545454547,-4.995296298701299,-1.0494185222629109,1.3839312936478645
"Payne, Landen",SOU_GOL,Curveball,125,81.37321125,6.15862875,1.45952375,5.9776475,-13.3492575,-9.9748025,-0.4895454483059236,-0.0563816642151527
"Lally, David",NOT_IRI,Curveball,125,81.65630732283465,5.671895275590551,1.5510169291338582,5.255059448818898,-14.104342125984251,-10.37576409448819,0.25311253288284824,-0.14861039349503094
"Wentworth, Jackson",KAN_WIL,Slider,125,83.28415094017095,6.181566324786324,-0.02065948717948718,5.618303931623931,-3.347561111111111,-3.663432735042735,-0.6009454193629087,2.3380903217052915
"Turzenski, Trent",VAL_CRU,Slider,125,84.38923696078432,6.655360490196078,1.0364322549019607,6.0960528431372545,-5.102085392156862,-4.836598529411765,-1.1068228875333395,1.1094849855282825
"Cawyer, Zachary",TCU_HFG,Curveball,125,81.9582762,6.6463591,1.2262483,5.0897563,-10.832002399999999,-8.9195723,-0.36313890440330987,0.3071262510007822
"Antolick, Brett",TEX_AGG,Slider,124,83.11187823529411,5.729631176470588,1.4718423529411764,5.162995294117647,-2.573514705882353,-13.210664705882353,-0.20464632151589293,-0.05548875523730071
"Flynn, Bennett",NOT_IRI,Curveball,124,80.51954572271387,6.6929699705014745,0.41286150442477876,5.330333598820059,-10.43759115044248,-4.295157935103245,-0.6430964414353993,1.5504449190467742
"Lyon, Isaac",GRA_CAN,Slider,124,83.36138726495727,5.25787264957265,1.75481452991453,5.644890341880342,-2.3556245299145298,-12.812317777777777,0.43028754068333464,-0.36012434868500975
"Labriola, Paul",NOR_WOL,Curveball,124,84.67185,6.23913,-1.26058,5.90154,-2.2787,10.31327,1.2180262484915385,-0.13008943524170968
"Phillips, Riley",LOU_CAR,Curveball,124,82.29330604166667,6.169074270833334,-1.6526953125,4.964396458333334,-6.217206041666667,2.5835484374999997,0.45658552932432106,-0.567048210800182
"Cawyer, Zachary",TCU_HFG,Slider,124,84.22766428571428,6.6298135714285715,1.2595823214285713,5.290823214285714,-3.637577857142857,-7.575015714285714,-0.984163317340789,0.6086239819508206
"Sagouspe, Tanner",CAL_MUS,Cutter,124,83.15628,6.21428,0.95349,4.84052,1.68543,-0.50669,-1.2444940017196267,0.9229463093234057
"Stucky, Cole",LOY_LIO,Curveball,124,81.75033125,6.2558075,0.50377625,4.94513625,-9.197196875,-7.2718943750000005,-0.022988131908914466,1.1697116175937436
"Andrade, Ryan",PIT_PAN,Slider,124,84.52512840909091,6.055478636363636,1.055039772727273,5.124142272727273,-6.526836590909091,-7.2777674999999995,-0.5893196145824671,0.901183904988192
"Reitz, Jason",STM_GAE,Slider,124,84.60373931578947,7.218276052631579,0.9947946315789473,5.38959952631579,5.188912052631578,1.5479657368421054,-0.8799109795642902,1.7053094657788137
"Hennessey, Chase",UTA_WOL,Cutter,124,83.75695,6.49501,0.30802,6.15259,6.63323,-4.22158,-1.036567378407745,1.3938562788250768
"Adler, Nate",WIC_SHO,Curveball,124,84.75607,6.1300675,0.96496,5.774665,-3.713655,-8.914100000000001,1.0385043067943265,0.5916672265942409
"Burns, Mason",WES_HIL,Slider,124,83.10972643835618,6.4224221917808215,2.7662668493150684,4.8598005479452056,-4.954080547945205,-5.06370301369863,-0.9474032277530732,-0.7762929687235731
"Mcneillie, Luke",FLA_GAT,Curveball,124,84.7070825,6.02365125,1.8196225,5.11624125,-6.17512125,-9.69868125,1.1521335631597827,-0.40374910687394294
"Zabel, Peyton",TEX_BOB,Curveball,123,80.22284173913043,6.66442695652174,0.8493873913043479,5.700685652173913,-18.073601304347825,-6.946935652173913,-1.397875974466998,0.9306360403163533
"Combs, Aaron",TEN_VOL,Slider,123,78.33018947368421,5.062454736842105,1.3184021052631578,4.769663684210526,-15.574317894736842,-18.238102631578947,-1.2141545702807308,-0.33934574010485985
"Smith, Parker",RIC_OWL,Cutter,123,83.49260907216495,5.612359072164948,1.2556020618556702,6.0554539175257736,7.678491855670103,-11.606078762886597,0.11748535963857429,-0.47931664490979276
"Ingino, Jack",LEH_MOU,Curveball,123,79.82471,5.48845,2.63274,5.76815,-13.63599,-12.22221,-0.22944843722484087,-1.1681942239070002
"Sarti, Edward",PEN_QUA,Curveball,123,80.98630333333332,6.254601111111111,2.238086666666667,5.784143333333334,-4.341307777777778,-8.721596666666667,0.4964781686749955,-0.7205035418600451
"Vaughns, Jonathan",UCLA,Curveball,123,80.94924363636363,6.69971,0.3499159090909091,5.168498636363636,-8.019537727272727,-1.358543181818182,-0.2756664841934304,1.9376742244723901
"Reynolds , Ryan",CSU_BAK,Curveball,123,81.26452666666667,6.286930000000001,0.9249366666666666,5.6035433333333335,-8.975610000000001,2.9998566666666666,-0.12740543722484018,1.7757914912115875
"Murray, Justin",HOU_COU,Cutter,123,79.46898,6.76929,-3.38846,4.95443,-13.78568,-6.87618,-3.625517724935733,4.736333867651732
"Kirtner, Brady",VIR_TEC,Slider,123,82.54734702970296,6.157100396039604,0.9505015841584158,4.883799702970297,-6.335938118811882,-11.681166237623763,-0.9276034939019837,0.5704597036636597
"Mundt, Joey",ORE_BEA,Curveball,123,82.18637375,6.355635,1.1548850000000002,5.5286025,-1.00857875,-0.63729375,1.0440121628141674,1.2315203779369823
"Leiter, Cam",FLO_SEM,Curveball,123,79.86415516129033,6.09449664516129,1.5109808387096775,5.909314258064517,-15.758544258064516,-10.465640580645161,-0.5576888916256799,-0.15112585597104727
"Maxwell, Cayden",HBU_HUS,Curveball,123,79.91128,5.487065,1.79372,4.8151600000000006,-16.201505,-16.792074999999997,0.12217737327068168,-1.0708756430330646
"Arnold, Jamie",FLO_SEM,Slider,123,84.00971532687652,4.426776416464891,-2.9583172154963684,5.823268934624697,0.14832779661016948,11.612695593220339,1.5685476803058809,1.4458317247221413
"Brecht, Brody",IOW_HAW,Cutter,123,87.40072559322034,6.003495084745762,2.168466440677966,5.596197118644068,-2.7313166101694915,-4.307295084745763,-0.850674285680052,-0.7401263408343746
"Roland, Cole",WAK_DEA,Cutter,123,84.80139,6.5362275,1.27464,5.138185,4.27833,6.1228375,-1.0777871204307772,1.1494828308629865
"Ritchie, Erik",ECU_PIR,Curveball,123,81.76220857142857,6.4460270748299315,-1.071245782312925,4.539637278911565,-8.830571904761905,15.962328775510203,-0.13566699874900393,-0.032429557201865265
"Banks, Will",DAV_WIL,Slider,123,84.28075634146342,6.622156341463415,1.131041707317073,5.419731707317073,1.8671739024390244,-7.187675853658536,-0.5020181119443097,0.877666635706836
"Burns, Chase",WAK_DEA,Curveball,122,82.46073662576687,6.394268773006136,1.533987300613497,5.6623979141104295,-7.178833190184048,-7.9905933742331285,0.19812044666613596,0.035839430826732105
"Richards, Xavier",SAC_HOR,Curveball,122,81.72092857142857,6.316574285714286,1.2530242857142857,4.3806585714285715,-6.976971428571429,-12.443762857142858,0.17609639045932582,0.061010030155252845
"Yehl, Maxx",WES_MOU,Slider,122,84.15335841085272,5.490807441860465,-3.6159889147286823,5.542419069767441,2.0367797286821703,11.83600027131783,0.6465956600191635,2.1294937756758108
"Carter, Greysen",VAN_COM,Cutter,122,84.463065,5.952245,1.1477300000000001,6.186685,-0.08944999999999936,-10.229275,-0.650317050797868,-0.21792572117492337
"Kelly, Aidan",JUD,Slider,122,81.43602999999999,6.220705,0.80592,5.111079999999999,-4.879685,0.14897500000000008,-1.2000693170539196,1.3421087033897496
"Mabeus, Boston",BYU_COU,Slider,122,82.22914767741935,6.525765161290322,-1.2312018064516128,4.804962774193548,-2.3179429677419354,7.395030193548386,-0.9852553640107442,-0.8317360289306289
"Bybee, Ben",ARK_RAZ,Curveball,122,82.49861404255319,6.066434042553192,1.3816580851063829,5.311488297872341,-11.858360851063829,-4.062219255319149,0.12802738092876173,0.5737159322832582
"Meyer, Chase",WES_MOU,Cutter,122,83.31396,5.35289625,1.92610375,5.92444125,-7.78439,-0.2678087500000004,-0.9475424431938902,-0.10831451958291047
"Bryan, Tyler",NOR_DEM,Slider,122,83.15937666666666,6.2211,1.9538833333333334,5.135176666666666,2.60793,-12.218470000000002,0.14009357252899632,-0.4510578684350204
"Semb, Will",MIN_GOL,Slider,122,83.43050605597965,6.409706361323155,1.8222720356234097,4.86224358778626,-0.09513430025445294,-0.3559709923664122,-0.543513540355769,0.7044580610201526
"Yesavage, Trey",ECU_PIR,Slider,122,86.47247863636363,6.798752878787879,1.2203283333333332,5.270058333333333,3.5398710606060604,4.399940606060606,-0.2809419709329425,1.7067187219467275
"Smith, Parker",RIC_OWL,Slider,122,82.22929835164835,5.501323956043956,1.3097153846153846,5.893607857142857,3.3658292857142857,-14.391223736263735,0.5571133582024855,-0.09770692246334355
"Kirtner, Brady",VIR_TEC,Curveball,122,81.83413821739131,6.222009652173913,0.9052128260869565,5.023357782608696,-8.487637608695652,-11.682279782608697,0.1980898809478673,0.4139071142188964
"Thomas, Brett",GIT_YEL,Curveball,122,84.2979562,6.666838800000001,0.641173,4.5230248,-6.5486706,1.4486576,0.14765527416518787,1.876413575796728
"Craig, Gabe",BAY_BEA,Slider,122,81.79671770491802,6.038734371584699,2.2327219672131147,4.9320531147540985,-3.811773278688525,-20.478170327868852,-0.7051367996707053,-1.5147135621639671
"Lambert, Ryan",OKL_SOO,Curveball,122,86.6446825,6.07085625,2.4505137500000003,4.7993625,-4.833875,-7.31611625,1.1989256749611452,-0.7655347730946959
"Blatter, Brock",SOU_TRO,Curveball,122,78.60032823529411,6.294023529411765,1.035815882352941,6.4466117647058825,-16.62455,-9.840781176470589,-1.0468494038310634,0.45849631637259713
"Eagen, Daniel",PRE_BLH,Slider,122,82.91574363636363,6.2755031818181815,2.13279,5.629605,-6.385856818181819,-3.700914545454545,-0.9724943155119571,-0.01682253988792963
"Lanthier, Ethan",KAN_JAY,Curveball,122,82.06230500000001,6.1665175,1.8124225,5.56354,-0.5721,-13.398895,0.787905161762507,-0.6900835045648696
"Hensley, Reid",OKL_SOO,Curveball,122,80.92588576086956,5.826424673913044,1.7526464130434782,5.302636739130435,-14.33813456521739,-7.193230760869565,-0.042086695272928486,-0.10682631836560731
"Hodges, Hunter",TCU_HFG,Curveball,122,80.86359486301369,5.952480205479452,1.4493706849315067,4.981598150684931,-14.769618972602737,-9.943262945205479,-0.181578328344627,-0.04246253868980191
"Holmes, Bridger",ORE_BEA,Slider,122,80.38482322485207,3.800497189349113,3.2535828698224853,5.1410723964497045,4.668728668639053,-20.468630650887576,2.2677117714436,-2.57860736052525
"Wiegert, Cade",DAL_PAT,Slider,122,82.34148,6.30123,1.56702,5.58964,-1.3937,-4.5667,-0.7859363377564428,0.9126342228620468
"Jennewein, Nate",COR_BRE,Curveball,122,71.732728,5.2949856,-1.9818536,6.0745844,-17.1355188,10.493196399999999,-1.0117841240845558,0.4455975524702789
"Finan, Michael",ASU_RED,Slider,122,82.00328999999999,5.696096666666667,1.5444433333333334,5.351153333333333,-5.94078,-15.62128,-0.42684009007438356,-0.6403264436462061
"Bayles, Max",SAN_BRO,Curveball,121,80.98158461538462,6.250421538461539,0.9802292307692307,5.731716923076923,-5.323294615384616,-6.513077692307693,0.5515206069088272,0.7882394066433606
"Ebner, Michael",SOU_TRO,Curveball,121,80.55601588235294,6.186017647058824,0.7119123529411765,5.753604411764705,-11.62003,-7.558241176470589,-0.12796481909463978,0.943762787270083
"Russell, Brett",MEX_LOB,Cutter,121,81.81404,6.02977,0.98394,5.41948,-6.24618,-4.4952,-1.531242142015568,0.764872350598035
"Evans, Andrew",KAN_WIL,Slider,121,83.54552833333334,6.93572,1.248855,5.192281666666666,2.860925,-2.4511316666666665,-0.700752393050888,0.9094667098805155
"Watkins, Hunter",GRA_CAN,Slider,121,83.21008816666668,6.698995999999999,0.4387718333333333,6.1642535,0.3937205,-8.935106166666666,-0.8948874180416322,1.2796619538641494
"Carsten, Will",OKL_SOO,Curveball,121,81.72730347826086,6.29365884057971,2.0791646376811594,5.784758840579711,-6.6742,-4.378889275362319,0.30621515271889155,-0.2694013825960621
"Groark, Patrick",BET_WIL,Slider,121,72.124775,5.432145,1.5410300000000001,5.7490950000000005,-15.56715,-15.563985,-2.4422827612691473,-0.5859501596646495
"Ryan, Zach",HBU_HUS,Curveball,121,82.31239916666667,5.673845833333334,1.9682008333333334,4.903498333333333,-10.718331666666666,-10.007665833333332,0.6620546360961428,-0.460233148770862
"Hewlett, Stone",ARK_RAZ,Slider,121,78.79679750000001,5.27742875,-3.1870463970588236,5.215251985294118,-0.8655403676470588,17.744689338235297,0.07413713847496142,2.1916776110479264
"Pieto, Dominic",LON_ISL22,Curveball,121,80.30112465517242,5.598714655172414,0.6817015517241379,5.666719827586207,-14.05802275862069,-9.783081034482757,0.19463932965802402,0.8426261211466113
"Eaton, Konner",GEO_PAT,Cutter,121,88.06423,5.90974,-2.06655,5.77008,-4.47465,-0.95221,-0.23479519402985005,-0.10679345178106026
"Chrest, Evan",JUD,Curveball,121,76.56466,5.6285,1.20916,5.33606,-17.21072,-22.06454,-1.1090109218228967,-0.6673771545454548
"Gilley, Cole",IND_SYC,Curveball,121,82.27533,5.869025,1.052165,4.423635,-1.328505,-16.0545275,1.1736508391724347,-0.27370090183236706
"Watkins, Hunter",GRA_CAN,Cutter,121,84.23868,6.60206,0.51266,6.30197,1.16681,-7.94406,-1.524437378407744,0.832998350598035
"Jameson, Fisher",FLA_GAT,Cutter,121,84.21026380952381,6.9704685714285715,0.6621238095238096,4.811201904761905,4.278414761904762,1.5844233333333335,-1.4584199764286434,1.4995042739300926
"Smith, Reed",LOU_BUL,Slider,121,82.36268205741627,6.175730956937799,0.8211867703349283,5.276292942583732,-3.8035515789473684,-2.900259162679426,-0.7253551085541664,1.512802338866016
"Clausen, Seth",MIN_GOL,Slider,121,84.22207402298851,6.158234597701149,0.8752929310344828,5.012280804597701,-0.5420241954022988,-2.753334885057471,-0.2926524135293816,1.4719579798465512
"Bixby, Mason",TCU_HFG,Curveball,121,87.71677,7.08892,1.4724,5.55757,5.90949,-0.74512,1.5056112484915385,0.9501717760929997
"Lee, Hudson",WAK_DEA,Slider,121,80.64253636363637,4.5923,-4.314639090909091,5.564095454545455,-0.1647818181818182,9.398314545454546,1.1019071144419674,2.7029543353663708
"Hennessey, Chase",UTA_WOL,Slider,120,82.70754722222222,6.328069444444445,0.1902447619047619,6.1465394444444446,0.6235337301587303,-3.1861888095238093,-0.38045219825489507,2.1314922311842297
